entrantId,positionOrder,positionText,laps,time
5702,1,1,,86117
5684,2,2,,87145
5703,3,3,,87628
5685,4,4,,87818
5712,5,5,,87982
5710,6,6,,88130
5686,7,7,,88425
5687,8,8,,88833
5700,9,9,,88913
5714,10,10,,89112
5694,11,11,,89167
5711,12,12,,89266
5696,13,13,,89422
5689,14,14,,89467
5704,15,15,,89521
5698,16,16,,89603
5713,17,17,,89765
5688,18,18,,90034
5699,19,19,,90070
5690,20,20,,90100
5691,21,21,,90188
5692,22,22,,90220
5709,23,23,,90258
5697,24,24,,91126
5701,25,25,,91765
5706,26,26,,91901
5707,27,27,,92182
