entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
5213,1,1,6415520,8,,72,9,1,9,,,
5195,2,2,6423969,9,,72,6,1,6,8449,,
5205,3,3,6429887,12,,72,4,1,4,14367,,
5197,4,4,6431828,6,,72,3,1,3,16308,,
5223,5,5,6434255,2,,72,2,1,2,18735,,
5198,6,6,6440797,1,,72,1,1,1,25277,,
5212,7,7,6446786,14,,72,0,1,0,31266,,
5230,8,8,6480087,17,,72,0,1,0,"01:04,57",,
5252,9,9,6497999,16,,72,0,1,0,"01:22,48",,
5224,10,10,,5,,71,0,1,0,+1 lap,,
5247,11,11,,22,,71,0,1,0,+1 lap,,
5231,12,12,,3,,71,0,1,0,+1 lap,,
5228,13,13,,24,,71,0,1,0,+1 lap,,
5235,14,14,,19,,70,0,1,0,+2 laps,,
5234,15,15,,20,,69,0,1,0,+3 laps,,
5233,16,16,,23,,68,0,1,0,+4 laps,,
5227,17,17,,11,,67,0,1,0,+5 laps,,
5214,18,18,,18,,66,0,1,0,+6 laps,,
5199,19,19,,7,,64,0,1,0,,,Wheel bearing
5203,20,DNF,,21,,61,0,1,0,,,Transmission
5210,21,DNF,,13,,52,0,1,0,,,Fuel pressure
5204,22,DNF,,15,,47,0,1,0,,,Handling
5211,23,DNF,,4,,29,0,1,0,,,Accident
5196,24,DNF,,10,,7,0,1,0,,,Ignition
