entrantId,positionOrder,positionText,laps,time
6083,1,1,,77277
6062,2,2,,78150
6063,3,3,,78288
6084,4,4,,78504
6058,5,5,,78884
6061,6,6,,78923
6059,7,7,,79475
6079,8,8,,79688
6078,9,9,,79964
6065,10,10,,80126
6077,11,11,,80229
6076,12,12,,80317
6075,13,13,,80317
6081,14,14,,80794
6070,15,15,,80884
6064,16,16,,80902
6068,17,17,,80998
6066,18,18,,81002
6085,19,19,,81024
6060,20,20,,81086
6086,21,21,,81086
6074,22,22,,81087
6080,23,23,,81121
6091,24,24,,81417
6072,25,25,,81422
6093,26,26,,82057
6090,27,27,,82184
6071,28,28,,82862
