entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
6534,1,1,6454801,1,,55,10,1,10,,,
6535,2,2,6478461,2,,55,6,1,6,23660,,
6537,3,3,6483356,8,,55,4,1,4,28555,,
6544,4,4,6501344,9,,55,3,1,3,46543,,
6538,5,5,6503034,3,,55,2,1,2,48233,,
6536,6,6,6503407,4,,55,1,1,1,48606,,
6546,7,7,6536361,18,,55,0,1,0,"01:21,56",,
6545,8,8,,5,,54,0,1,0,+1 lap,,
6554,9,9,,13,,54,0,1,0,+1 lap,,
6551,10,10,,15,,54,0,1,0,+1 lap,,
6541,11,11,,17,,53,0,1,0,+2 laps,,
6555,12,12,,19,,53,0,1,0,+2 laps,,
6553,13,13,,21,,52,0,1,0,+3 laps,,
6552,14,14,,20,,51,0,1,0,+4 laps,,
6540,15,DNF,,16,,31,0,1,0,,,Fuel pressure
6543,16,DNF,,7,,3,0,1,0,,,Spun off
6548,17,DNF,,11,,3,0,1,0,,,Spun off
6547,18,DNF,,22,,3,0,1,0,,,Spun off
6539,19,DNF,,6,,3,0,1,0,,,Spun off
6550,20,DNF,,12,,3,0,1,0,,,Water leak
6542,21,DNF,,10,,1,0,1,0,,,Engine
6549,22,DNF,,14,,0,0,1,0,,,Driveshaft
