entrantId,positionOrder,positionText,laps,time
6094,1,1,,64402
6083,2,2,,64549
6111,3,3,,64792
6063,4,4,,65059
6084,5,5,,65350
6062,6,6,,65446
6103,7,7,,65640
6102,8,8,,65670
6071,9,9,,65818
6106,10,10,,65910
6082,11,11,,65986
6096,12,12,,66084
6107,13,13,,66100
6072,14,14,,66384
6068,15,15,,66624
6069,16,16,,66647
6066,17,17,,66847
6098,18,18,,66937
6095,19,19,,66999
6081,20,20,,67224
6113,21,21,,67315
6093,22,22,,67496
6104,23,23,,67687
6097,24,24,,67733
6105,25,25,,68008
6101,26,26,,68630
6108,27,27,,68794
6109,28,28,,68954
6100,29,29,,69176
6078,30,30,,69727
