entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
5460,1,1,5893830,5,,72,9,1,9,,
5470,2,2,5906760,1,,72,6,1,6,,
5478,3,3,5907260,6,,72,4,1,4,,
5480,4,4,5909120,3,,72,3,1,3,,
5485,5,5,5953850,17,,72,2,1,2,,
5509,6,6,5976450,18,,72,1,1,1,,
5457,7,7,,7,,71,0,1,0,,
5466,8,8,,10,,70,0,1,0,,Out of fuel
5456,9,9,,12,,70,0,1,0,,
5488,10,10,,20,,69,0,1,0,,
5484,11,11,,4,,69,0,1,0,,
5486,12,DNF,,23,,60,0,1,0,,Brakes
5476,13,DNF,,8,,58,0,1,0,,Accident
5483,14,DNF,,19,,38,0,1,0,,Engine
5481,15,DNF,,14,,29,0,1,0,,Engine
5469,16,DNF,,2,,23,0,1,0,,Handling
5511,17,DNF,,24,,21,0,1,0,,Accident
5507,18,DNF,,22,,21,0,1,0,,Accident
5462,19,DNF,,9,,18,0,1,0,,Engine
5501,20,DNF,,21,,16,0,1,0,,Brakes
5508,21,DNF,,16,,15,0,1,0,,Brakes
5477,22,DNF,,15,,2,0,1,0,,Accident
5467,23,DNF,,11,,2,0,1,0,,Accident
5500,24,DNF,,13,,1,0,1,0,,Gearbox
