entrantId,positionOrder,positionText,laps,time
5986,1,1,,77403
5985,2,2,,77712
6051,3,3,,77791
6032,4,4,,78043
6038,5,5,,78271
6052,6,6,,78636
5992,7,7,,78750
6004,8,8,,78828
6003,9,9,,78857
5991,10,10,,79136
6010,11,11,,79238
6029,12,12,,79269
5999,13,13,,79305
6036,14,14,,79363
5995,15,15,,79392
6009,16,16,,79525
6027,17,17,,79568
5993,18,18,,79599
6000,19,19,,79691
6043,20,20,,79710
5994,21,21,,79922
5996,22,22,,80066
6030,23,23,,80191
6024,24,24,,80428
6033,25,25,,80633
6053,26,26,,80767
6007,27,27,,80872
6008,28,28,,81882
6057,29,29,,82267
6056,30,30,,82305
