entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
858,1,1,10894400,2,,65,9,1,1,,
847,2,2,10967330,3,,65,6,1,4,,
848,3,3,10990360,7,,65,4,1,1,,
850,4,4,,1,,64,1.5,1,1.5,,
851,4,4,,1,,64,1.5,0,1.5,,
852,5,5,,11,,62,2,1,2,,
849,6,6,,6,,62,0,1,0,,
845,7,7,,9,,62,0,1,0,,
855,8,8,,19,,51,0,1,0,,
844,9,9,,18,,49,0,1,0,,
837,10,DNF,,20,,54,0,1,0,,Gearbox
856,11,DNF,,8,,48,0,1,0,,Transmission
853,12,DNF,,5,,46,0,1,0,,Engine
839,13,DNF,,4,,43,0,1,0,,Axle
838,14,DNF,,12,,37,0,1,0,,Oil pressure
850,15,DNF,,10,,29,0,1,0,,Engine
851,15,DNF,,10,,29,0,1,0,,Engine
843,16,DNF,,15,,29,0,1,0,,Engine
854,17,DNF,,17,,17,0,1,0,,Engine
842,18,DNF,,16,,1,0,1,0,,Engine
840,19,DNF,,14,,0,0,1,0,,Spun off
836,20,DNF,,13,,0,0,1,0,,Spun off
