entrantId,positionOrder,positionText,laps,time
6328,1,1,7,85371
6289,2,2,13,85855
6332,3,3,9,85858
6290,4,4,10,86080
6329,5,5,8,86199
6293,6,6,10,86433
6321,7,7,11,86528
6331,8,8,11,86629
6310,9,9,8,86787
6306,10,10,11,86805
6295,11,11,12,87047
6299,12,12,12,87332
6296,13,13,10,87483
6294,14,14,9,87494
6327,15,15,9,87531
6292,16,16,9,87611
6325,17,17,12,87629
6336,18,18,11,87962
6305,19,19,10,88001
6302,20,20,13,88154
6324,21,21,9,88178
6323,22,22,10,88181
6300,23,23,8,88388
6337,24,24,10,89998
6311,25,25,7,90028
6330,26,26,4,93919
