entrantId,lap,time,timeOfDay,annotation
7255,8,36779,15:17:07,
7262,9,36704,15:18:50,
7258,9,36444,15:18:55,
7256,11,37648,15:22:23,
7245,16,35266,15:29:58,
7261,18,37189,15:33:29,
7251,18,38061,15:33:34,
7264,18,38277,15:33:35,
7252,18,36524,15:33:47,
7247,18,37539,15:33:55,
7260,18,44747,15:34:00,
7263,18,41458,15:34:02,
7246,18,36264,15:34:05,
7254,18,39844,15:34:07,
7257,18,37380,15:34:13,
7250,18,35969,15:34:17,
7265,18,37855,15:34:25,
7255,18,36403,15:34:37,
7262,18,37003,15:34:48,
7248,19,36671,15:36:34,
7249,19,37497,15:36:38,
7258,22,50790,15:42:44,
7265,36,36520,16:05:53,
7249,38,36942,16:09:37,
7263,42,42292,16:15:12,
