sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
2019-12-R,7171,1,1,5703796,3,,70,25,1,25,,,
2019-12-R,7170,2,2,5721592,1,,70,19,1,19,17796,,
2019-12-R,7159,3,3,5765229,5,,70,15,1,15,"01:01,43",,
2019-12-R,7164,4,4,5769046,4,,70,12,1,12,"01:05,25",,
2019-12-R,7172,5,5,,8,,69,10,1,10,+1 lap,,
2019-12-R,7162,6,6,,6,,69,8,1,8,+1 lap,,
2019-12-R,7160,7,7,,10,,69,6,1,6,+1 lap,,
2019-12-R,7174,8,8,,2,,69,4,1,4,+1 lap,,
2019-12-R,7158,9,9,,7,,69,2,1,2,+1 lap,,
2019-12-R,7167,10,10,,12,,69,1,1,1,+1 lap,,
2019-12-R,7163,11,11,,16,,69,0,1,0,+1 lap,,
2019-12-R,7169,12,12,,11,,69,0,1,0,+1 lap,,
2019-12-R,7166,13,13,,14,,69,0,1,0,+1 lap,,
2019-12-R,7157,14,14,,20,SFB,69,0,1,0,+1 lap,,
2019-12-R,7168,15,15,,13,,68,0,1,0,+2 laps,,
2019-12-R,7173,16,16,,15,,68,0,1,0,+2 laps,,
2019-12-R,7165,17,17,,18,,68,0,1,0,+2 laps,,
2019-12-R,7176,18,18,,17,3,68,0,1,0,+2 laps,,
2019-12-R,7175,19,19,,19,,67,0,1,0,+3 laps,,
2019-12-R,7161,20,DNF,,9,,49,0,1,0,,,Water pressure
