sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
2022-05-R,7245,1,1,5664258,3,,57,26,1,26,,,
2022-05-R,7253,2,2,5668044,1,,57,18,1,18,3786,,
2022-05-R,7263,3,3,5672487,2,,57,15,1,15,8229,,
2022-05-R,7251,4,4,5674896,4,,57,12,1,12,10638,,
2022-05-R,7264,5,5,5682840,12,,57,10,1,10,18582,,
2022-05-R,7261,6,6,5685626,6,,57,8,1,8,21368,,
2022-05-R,7265,7,7,5689331,5,,57,6,1,6,25073,,
2022-05-R,7260,8,8,5692644,20,,57,4,1,4,28386,,
2022-05-R,7257,9,9,5696623,18,,57,2,1,2,32365,,
2022-05-R,7254,10,10,5701284,PL,,57,1,1,1,37026,,
2022-05-R,7252,11,11,5701386,11,,57,0,1,0,37128,10000,
2022-05-R,7256,12,12,5704404,9,,57,0,1,0,40146,,
2022-05-R,7246,13,13,5705160,14,,57,0,1,0,40902,5000,
2022-05-R,7249,14,14,5714194,19,,57,0,1,0,49936,,
2022-05-R,7262,15,15,5737563,15,,57,0,1,0,"01:13,31",,
2022-05-R,7255,16,16,,16,,56,0,1,0,,5000,
2022-05-R,7248,17,17,,PL,,54,0,1,0,,,
2022-05-R,7250,18,DNF,,7,,45,0,1,0,,,
2022-05-R,7247,19,DNF,,8,,39,0,1,0,,,
2022-05-R,7258,20,DNF,,17,,6,0,1,0,,,
