entrantId,lap,time,timeOfDay,annotation
7256,11,18870,15:51:11,
7255,12,19760,15:52:43,
7262,14,20413,15:55:54,
7252,15,21638,15:57:23,
7250,16,19543,15:58:56,
7257,16,20059,15:59:11,
7247,18,19986,16:02:13,
7261,22,18820,16:08:23,
7253,24,19697,16:11:03,
7245,26,18798,16:14:04,
7265,26,19614,16:14:35,
7263,27,22063,16:15:51,
7251,27,18519,16:16:00,
7246,30,19484,16:21:25,
7249,34,19185,16:28:20,
7264,40,19035,16:36:53,
7254,40,19074,16:37:28,
7250,40,19007,16:37:43,
7251,41,18433,16:38:38,
7260,41,19019,16:39:21,
7248,41,19861,16:39:42,
7246,41,19280,16:39:49,
7256,41,19618,16:40:43,
7255,42,20673,16:41:34,
7262,54,32381,17:03:43,
