entrantId,lap,time,timeOfDay,annotation
6976,1,23662,15:05:12,
6980,1,24232,15:05:14,
6982,1,29082,15:05:39,
6964,2,24000,15:06:36,
6966,2,29800,15:06:48,
6974,5,24096,15:11:22,
6984,5,33937,15:11:40,
6968,6,23517,15:13:04,
6972,7,23685,15:14:25,
6970,7,26989,15:14:33,
6967,8,23579,15:15:56,
6973,8,23546,15:16:00,
6978,8,25530,15:16:14,
6968,12,23774,15:22:48,
6971,13,23648,15:23:59,
6975,16,18423,15:28:39,Drive-through
6982,16,26970,15:29:58,
6975,26,25660,15:44:22,
6980,26,24128,15:44:28,
6972,27,23895,15:45:31,
6965,28,23487,15:46:25,
6969,28,23541,15:46:43,
6985,29,24757,15:49:37,
6967,30,23332,15:50:06,
6973,30,23574,15:50:07,
6976,30,24024,15:50:21,
6966,30,23595,15:50:22,
6964,31,23568,15:51:05,
6979,31,27619,15:51:52,
6965,32,23459,15:52:46,
6968,32,24754,15:53:44,
6981,33,25608,15:54:38,
6969,33,24910,15:54:42,
6974,33,24834,15:54:45,
6984,33,25383,15:56:05,
6966,36,24066,15:59:44,
6981,38,24471,16:02:35,
6978,38,26312,16:02:44,
6977,41,23891,16:07:01,
6975,47,24415,16:16:34,
6979,49,25909,16:19:37,
6985,52,24445,16:25:27,
6974,53,29057,16:25:07,
6970,58,24141,16:32:33,
