entrantId,positionOrder,positionText,time,laps
7283,1,1,72386,12
7309,2,2,72642,13
7303,3,3,72706,13
7312,4,4,72717,12
7293,5,5,72722,12
7314,6,6,72769,12
7313,7,7,72872,13
7299,8,8,72877,12
7294,9,9,72886,10
7311,10,10,72912,11
7291,11,11,72967,12
7300,12,12,73006,12
7290,13,13,73033,12
7287,14,14,73038,13
7306,15,15,73054,11
7302,16,16,73113,13
7296,17,17,73270,9
7297,18,18,73279,8
7288,19,19,73523,13
7284,20,20,73850,4
