entrantId,positionOrder,positionText,time,laps
7283,1,1,71908,9
7311,2,2,72103,9
7294,3,3,72107,9
7314,4,4,72151,10
7313,5,5,72156,11
7290,6,6,72169,7
7312,7,7,72210,10
7291,8,8,72248,8
7309,9,9,72249,8
7299,10,10,72377,7
7300,11,11,72395,10
7306,12,12,72428,9
7303,13,13,72527,6
7293,14,14,72623,7
7287,15,15,72625,9
