entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
7228,1,1,1538426,2,,17,3,1,3,,
7229,2,2,1539856,1,,17,2,1,2,,
7233,3,3,1545928,3,,17,1,1,1,,
7240,4,4,1549704,4,,17,0,1,0,,
7216,5,5,1562537,6,,17,0,1,0,,
7215,6,6,1569385,7,,17,0,1,0,,
7223,7,7,1581953,11,,17,0,1,0,,
7217,8,8,1582865,10,,17,0,1,0,,
7232,9,9,1585078,8,,17,0,1,0,,
7227,10,10,1585821,13,,17,0,1,0,,
7241,11,11,1586224,9,,17,0,1,0,,
7221,12,12,1587189,12,,17,0,1,0,,
7219,13,13,1589103,17,,17,0,1,0,,
7225,14,14,1590605,15,,17,0,1,0,,
7234,15,15,1591651,14,,17,0,1,0,,
7226,16,16,1591993,16,,17,0,1,0,,
7218,17,17,1593588,18,,17,0,1,0,,
7230,18,18,1606639,19,,17,0,1,0,,
7220,19,19,1616074,20,,17,0,1,0,,
7222,20,20,,5,,16,0,1,0,,Vibration
