entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
7283,1,1,1890849,1,,19,0,1,0,,
7313,2,2,1900314,3,,19,0,1,0,,
7311,3,3,1908836,2,,19,0,1,0,,
7299,4,4,1909712,4,,19,0,1,0,,
7284,5,5,1913777,7,,19,0,1,0,,
7312,6,6,1919156,6,,19,0,1,0,,
7290,7,7,1923252,9,,19,0,1,0,,
7314,8,8,1925099,11,,19,0,1,0,,
7303,9,9,1925416,8,,19,0,1,0,,
7300,10,10,1933252,5,,19,0,1,0,,
7291,11,11,1935835,13,,19,0,1,0,,
7307,12,12,1936358,10,,19,0,1,0,,
7294,13,13,1939935,12,,19,0,1,0,,
7309,14,14,1940582,19,,19,0,1,0,,
7297,15,15,1947499,16,,19,0,1,0,,
7287,16,16,1955250,18,,19,0,1,0,,
7288,17,17,1958821,15,,19,0,1,0,,
7296,18,18,1961971,17,,19,0,1,0,,
7302,19,19,1962298,20,,19,0,1,0,,
7293,20,DNF,,14,,16,0,1,0,,Frenos
