sessionId,entrantId,positionOrder,positionText,laps,time
2000-02-Q,6509,1,1,10,74111
2000-02-Q,6510,2,2,12,74285
2000-02-Q,6511,3,3,12,74508
2000-02-Q,6512,4,4,12,74636
2000-02-Q,6519,5,5,12,75375
2000-02-Q,6515,6,6,10,75425
2000-02-Q,6513,7,7,9,75455
2000-02-Q,6530,8,8,10,75484
2000-02-Q,6518,9,9,11,75490
2000-02-Q,6529,10,10,10,75515
2000-02-Q,6517,11,11,10,75561
2000-02-Q,6514,12,12,10,75627
2000-02-Q,6520,13,13,12,75664
2000-02-Q,6526,14,14,12,75704
2000-02-Q,6521,15,15,12,75715
2000-02-Q,6525,16,16,12,76002
2000-02-Q,6516,17,17,11,76250
2000-02-Q,6527,18,18,11,76380
2000-02-Q,6522,19,19,12,77112
2000-02-Q,6523,20,20,3,77178
2000-02-Q,6528,21,21,12,77512
2000-02-Q,6524,22,22,3,78703
