entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
7129,1,1,5736380,6,,56,25,1,25,,,
7147,2,2,5745274,3,,56,18,1,18,8894,,
7131,3,3,5746017,2,,56,15,1,15,9637,,
7145,4,4,5753365,4,,56,12,1,12,16985,,
7143,5,5,5756816,5,,56,10,1,10,20436,10000,
7140,6,6,5757432,7,,56,8,1,8,21052,,
7136,7,7,5767019,13,,56,6,1,6,30639,,
7130,8,8,5771666,1,,56,4,1,4,35286,,
7146,9,9,5772143,9,,56,2,1,2,35763,,
7139,10,10,5775974,11,,56,1,1,1,39594,,
7142,11,11,5780430,12,,56,0,1,0,44050,,
7135,12,12,5781105,8,,56,0,1,0,44725,,
7128,13,13,5785753,14,,56,0,1,0,49373,,
7138,14,14,5791870,18,,56,0,1,0,55490,,
7144,15,15,5794621,16,,56,0,1,0,58241,,
7133,16,16,5798984,20,5,56,0,1,0,"01:02,60",,
7132,17,17,5801676,10,,56,0,1,0,"01:05,30",,
7134,18,18,5802710,17,,56,0,1,0,"01:06,33",10000,
7137,19,19,5818955,19,,56,0,1,0,"01:22,58",,
7141,20,20,,15,,51,0,1,0,,,Gearbox
