entrantId,lap,time,timeOfDay,annotation
7141,10,23172,14:30:52,
7142,11,23281,14:32:18,
7146,12,23935,14:33:53,
7135,12,22856,14:34:05,
7140,13,23654,14:35:30,
7132,16,22981,14:40:41,
7143,17,22715,14:41:50,
7129,17,23042,14:41:56,
7145,18,22464,14:43:33,
7147,19,22097,14:45:02,
7130,20,23009,14:46:38,
7134,20,23950,14:47:48,
7137,21,23392,14:49:28,
7128,22,23730,14:50:55,
7138,23,22661,14:52:34,
7139,24,22973,14:53:57,
7131,27,22913,14:58:28,
7144,28,23716,15:01:08,
7136,29,24110,15:02:24,
7133,29,22785,15:03:02,
7141,30,24070,15:05:08,
7143,31,22596,15:05:06,
7129,31,22691,15:05:15,
7140,31,23297,15:06:04,
7146,31,23117,15:06:18,
7142,31,22637,15:06:24,
7134,31,34650,15:07:01,Ten-second time penalty
7135,32,22334,15:08:44,
7144,33,22723,15:11:07,
7132,46,23735,15:33:38,
