sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
2022-11-R,7253,1,1,5064312,2,,71,25,1,25,,,
2022-11-R,7245,2,2,5065844,1,,71,19,1,19,1532,,
2022-11-R,7261,3,3,5105529,8,,71,15,1,15,41217,,
2022-11-R,7264,4,4,5123284,4,,71,12,1,12,58972,,
2022-11-R,7260,5,5,5132748,6,,71,10,1,10,"01:08,44",,
2022-11-R,7262,6,6,,9,,70,8,1,8,+1 lap,,
2022-11-R,7247,7,7,,10,,70,6,1,6,+1 lap,,
2022-11-R,7255,8,8,,7,,70,4,1,4,+1 lap,,
2022-11-R,7246,9,9,,11,,70,2,1,2,+1 lap,,
2022-11-R,7252,10,10,,19,,70,1,1,1,+1 lap,,
2022-11-R,7265,11,11,,PL,,70,0,1,0,+1 lap,,
2022-11-R,7257,12,12,,15,,70,0,1,0,+1 lap,,
2022-11-R,7254,13,13,,12,,70,0,1,0,+1 lap,,
2022-11-R,7258,14,14,,13,,70,0,1,0,+1 lap,,
2022-11-R,7250,15,15,,14,,70,0,1,0,+1 lap,5000,
2022-11-R,7256,16,16,,16,,70,0,1,0,+1 lap,,
2022-11-R,7248,17,17,,18,,70,0,1,0,+1 lap,5000,
2022-11-R,7263,18,DNF,,3,,56,0,1,0,,,Power unit
2022-11-R,7249,19,DNF,,17,,48,0,1,0,,,Undertray
2022-11-R,7251,20,DNF,,5,,24,0,1,0,,,Collision damage
