entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
5916,1,1,6616358,2,,63,9,1,9,,
5909,2,2,6650177,3,,63,6,1,6,,
5904,3,3,6661685,5,,63,4,1,4,,
5928,4,4,6678959,12,,63,3,1,3,,
5908,5,5,,1,,62,2,1,2,,
5920,6,6,,6,,60,1,1,1,,
5905,7,7,,11,,60,0,1,0,,
5935,8,8,,16,,60,0,1,0,,
5910,9,9,,9,,60,0,1,0,,
5933,10,10,,21,,60,0,1,0,,
5906,11,11,,13,,60,0,1,0,,
5917,12,12,,26,,58,0,1,0,,
5922,13,DNF,,4,,52,0,1,0,,Brakes
5934,14,NC,,23,,51,0,1,0,,
5907,15,DNF,,14,,44,0,1,0,,Wheel
5929,16,DNF,,20,,38,0,1,0,,Accident
5927,17,DNF,,7,,25,0,1,0,,Gearbox
5925,18,DNF,,18,,22,0,1,0,,Gearbox
5913,19,DNF,,15,,16,0,1,0,,Turbo
5919,20,DNF,,10,,12,0,1,0,,Accident
5931,21,DNF,,22,,9,0,1,0,,Electrical
5921,22,DNF,,8,,6,0,1,0,,Accident
5923,23,DNF,,19,,3,0,1,0,,Transmission
5912,24,DNF,,17,,2,0,1,0,,Gearbox
5924,25,DNF,,25,,1,0,1,0,,Accident
5915,26,DNF,,24,,0,0,1,0,,Collision
