sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
2009-02-R,6836,1,1,3330622,1,,31,5,1,5,,,
2009-02-R,6823,2,2,3353344,10,,31,4,1,4,22722,,
2009-02-R,6827,3,3,3354135,3,,31,3,1,3,23513,,
2009-02-R,6826,4,4,3376795,2,,31,2.5,1,2.5,46173,,
2009-02-R,6837,5,5,3377982,8,5,31,2,1,2,47360,,
2009-02-R,6830,6,6,3382955,5,,31,1.5,1,1.5,52333,,
2009-02-R,6818,7,7,3391355,12,,31,1,1,1,"01:00,73",,
2009-02-R,6832,8,8,3402198,4,,31,0.5,1,0.5,"01:11,58",,
2009-02-R,6820,9,9,3407554,16,,31,0,1,0,"01:16,93",,
2009-02-R,6828,10,10,3432786,15,,31,0,1,0,"01:42,16",,
2009-02-R,6824,11,11,3440044,9,,31,0,1,0,"01:49,42",,
2009-02-R,6833,12,12,3446752,11,,31,0,1,0,"01:56,13",,
2009-02-R,6825,13,13,3447335,17,,31,0,1,0,"01:56,71",,
2009-02-R,6821,14,14,3473463,7,,31,0,1,0,"02:22,84",,
2009-02-R,6831,15,15,,13,10,30,0,1,0,,,Spun off
2009-02-R,6829,16,16,,20,,30,0,1,0,,,Spun off
2009-02-R,6834,17,17,,19,,30,0,1,0,+1 lap,,
2009-02-R,6835,18,18,,18,,29,0,1,0,,,Spun off
2009-02-R,6822,19,DNF,,6,,1,0,1,0,,,Engine
2009-02-R,6819,20,DNF,,14,,0,0,1,0,,,Spun off
