entrantId,positionOrder,positionText,laps,time
6291,1,1,20,77143
6328,2,2,22,77962
6287,3,3,23,77965
6293,4,4,19,78801
6329,5,5,20,78819
6326,6,6,19,78861
6294,7,7,21,79191
6292,8,8,12,79340
6300,9,9,22,79466
6299,10,10,21,79686
6321,11,11,23,79734
6306,12,12,21,79943
6305,13,13,23,80031
6310,14,14,22,80150
6290,15,15,22,80241
6295,16,16,14,80913
6296,17,17,23,81012
6302,18,18,6,81029
6324,19,19,22,81153
6289,20,20,22,81249
6325,21,21,20,81270
6301,22,22,11,81775
6327,23,23,22,82008
6311,24,24,17,82035
6323,25,25,6,82310
6314,26,26,18,83081
6330,27,27,13,83988
6313,28,28,18,84344
