entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
6245,1,1,5138189,1,,59,10,1,10,,,
6272,2,2,5145849,3,,59,6,1,6,7660,,
6273,3,3,5215671,5,,59,4,1,4,"01:17,48",,
6255,4,4,5216596,7,,59,3,1,3,"01:18,41",,
6251,5,5,,4,,58,2,1,2,,,Out of fuel
6274,6,6,,8,,58,1,1,1,+1 lap,,
6267,7,7,,9,,58,0,1,0,+1 lap,,
6271,8,8,,16,,58,0,1,0,+1 lap,,
6268,9,9,,12,,58,0,1,0,+1 lap,,
6256,10,10,,15,,58,0,1,0,+1 lap,,
6260,11,11,,24,,57,0,1,0,+2 laps,,
6264,12,12,,19,,56,0,1,0,,,Gearbox
6246,13,13,,22,,55,0,1,0,+4 laps,,
6266,14,14,,6,,53,0,1,0,,,Gearbox
6277,15,NC,,21,,43,0,1,0,+16 laps,,
6244,16,DNF,,2,,41,0,1,0,,,Engine
6254,17,DNF,,14,,41,0,1,0,,,Suspension
6276,18,DNF,,23,,41,0,1,0,,,Wheel bearing
6263,19,DNF,,25,,32,0,1,0,,,Electrical
6278,20,DNF,,20,,31,0,1,0,,,Physical
6270,21,DNF,,18,,24,0,1,0,,,Spun off
6269,22,DNF,,13,,10,0,1,0,,,Suspension
6275,23,DNF,,10,,8,0,1,0,,,Spun off
6250,24,DNF,,11,,0,0,1,0,,,Spun off
6261,25,DNF,,17,,0,0,1,0,,,Halfshaft
