entrantId,positionOrder,positionText,laps,time
6331,1,1,23,80699
6332,2,2,23,80954
6328,3,3,10,82004
6289,4,4,22,82013
6299,5,5,19,82113
6300,6,6,23,82242
6294,7,7,22,82266
6292,8,8,23,82294
6295,9,9,23,82396
6310,10,10,22,82414
6293,11,11,22,82659
6329,12,12,20,82670
6296,13,13,17,82717
6305,14,14,23,82994
6306,15,15,23,83189
6336,16,16,21,83204
6323,17,17,23,83239
6290,18,18,23,83480
6321,19,19,17,83514
6302,20,20,23,83672
6325,21,21,23,83828
6337,22,22,23,84304
6324,23,23,23,84321
6311,24,24,22,84389
6330,25,25,20,84986
6334,26,26,23,85580
6339,27,27,14,86922
6338,28,28,12,88375
