sessionId,entrantId,positionOrder,positionText,laps,time
2019-08-FP2,7174,1,1,34,90937
2019-08-FP2,7171,2,2,25,91361
2019-08-FP2,7164,3,3,31,91586
2019-08-FP2,7159,4,4,32,91665
2019-08-FP2,7158,5,5,31,91882
2019-08-FP2,7170,6,6,29,92049
2019-08-FP2,7172,7,7,27,92432
2019-08-FP2,7162,8,8,29,92448
2019-08-FP2,7160,9,9,34,92677
2019-08-FP2,7166,10,10,30,92789
2019-08-FP2,7176,11,11,34,92973
2019-08-FP2,7157,12,12,34,93020
2019-08-FP2,7167,13,13,35,93023
2019-08-FP2,7169,14,14,32,93081
2019-08-FP2,7168,15,15,37,93254
2019-08-FP2,7163,16,16,30,93300
2019-08-FP2,7161,17,17,27,93591
2019-08-FP2,7165,18,18,32,93884
2019-08-FP2,7173,19,19,33,94614
2019-08-FP2,7175,20,20,32,95195
