entrantId,positionOrder,positionText,laps,time
5955,1,1,,78032
5954,2,2,,78378
5946,3,3,,79551
5951,4,4,,79878
5970,5,5,,80065
5958,6,6,,80390
5962,7,7,,80700
5957,8,8,,80791
5950,9,9,,80908
5961,10,10,,81008
5959,11,11,,81240
5979,12,12,,81292
5964,13,13,,81386
5960,14,14,,81519
5956,15,15,,81644
5969,16,16,,81647
5971,17,17,,81655
5972,18,18,,81809
5966,19,19,,81909
5978,20,20,,82349
5947,21,21,,82496
5968,22,22,,82778
5967,23,23,,82786
5948,24,24,,82797
5977,25,25,,82883
5949,26,26,,82946
5982,27,27,,83057
5975,28,28,,83075
5953,29,29,,83393
5952,30,30,,84127
