entrantId,positionOrder,positionText,laps,time
6245,1,1,12,76809
6244,2,2,12,77856
6251,3,3,11,78639
6248,4,4,12,79061
6270,5,5,12,79230
6268,6,6,12,79260
6269,7,7,8,79561
6255,8,8,9,79830
6260,9,9,12,80057
6261,10,10,12,80061
6250,11,11,12,80093
6267,12,12,11,80281
6249,13,13,11,80388
6266,14,14,12,80390
6271,15,15,11,80571
6254,16,16,8,80891
6256,17,17,8,80999
6247,18,18,11,81224
6252,19,19,12,81532
6264,20,20,12,81547
6262,21,21,11,81752
6246,22,22,12,81923
6265,23,23,12,82112
6253,24,24,4,82297
6263,25,25,12,82938
6257,26,26,12,83674
