entrantId,positionOrder,positionText,laps,time
6384,1,1,12,89685
6356,2,2,12,89800
6357,3,3,12,89901
6374,4,4,11,90002
6375,5,5,14,90577
6352,6,6,13,90665
6364,7,7,10,90848
6382,8,8,10,90905
6365,9,9,12,91174
6383,10,10,13,91193
6373,11,11,14,91446
6353,12,12,11,91843
6355,13,13,9,92685
6370,14,14,10,93228
6377,15,15,10,93320
6385,16,16,14,93471
6354,17,17,11,93535
6371,18,18,12,94033
6387,19,19,15,94605
6367,20,20,6,94951
6366,21,21,11,95838
6361,22,22,12,95872
6369,23,23,10,97242
6368,24,24,10,97763
