sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1970-05-R,4099,1,1,6643410,1,,80,9,1,9,,,
1970-05-R,4096,2,2,6673410,2,,80,6,1,6,30000,,
1970-05-R,4109,3,3,,3,,79,4,1,4,+1 lap,,
1970-05-R,4110,4,4,,6,,79,3,1,3,+1 lap,,
1970-05-R,4107,5,5,,10,,79,2,1,2,+1 lap,,
1970-05-R,4103,6,6,,14,,79,1,1,1,+1 lap,,
1970-05-R,4100,7,7,,8,,78,0,1,0,+2 laps,,
1970-05-R,4108,8,8,,13,,78,0,1,0,+2 laps,,
1970-05-R,4106,9,9,,16,,78,0,1,0,+2 laps,,
1970-05-R,4069,10,10,,7,,77,0,1,0,+3 laps,,
1970-05-R,4084,11,11,,12,,76,0,1,0,+4 laps,,
1970-05-R,4102,12,NC,,20,,71,0,1,0,+9 laps,,
1970-05-R,4097,13,DNF,,15,,31,0,1,0,,,Engine
1970-05-R,4071,14,DNF,,18,,26,0,1,0,,,Oil leak
1970-05-R,4070,15,DNF,,5,,23,0,1,0,,,Engine
1970-05-R,4095,16,DNF,,9,,22,0,1,0,,,Fatal accident
1970-05-R,4077,17,DNF,,17,,22,0,1,0,,,Engine
1970-05-R,4104,18,DNF,,11,,18,0,1,0,,,Accident
1970-05-R,4115,19,DNF,,19,,2,0,1,0,,,Engine
1970-05-R,4098,20,DNF,,4,,1,0,1,0,,,Clutch
