entrantId,positionOrder,positionText,laps,time
6637,1,1,19,75935
6649,2,2,34,76188
6651,3,3,37,76360
6632,4,4,25,76433
6636,5,5,20,76534
6630,6,6,28,76698
6629,7,7,25,76729
6635,8,8,20,76734
6634,9,9,17,76798
6643,10,10,24,76833
6644,11,11,23,76925
6631,12,12,27,77067
6633,13,13,16,77069
6641,14,14,31,77178
6652,15,15,31,77608
6650,16,16,21,77676
6640,17,17,22,77906
6638,18,18,4,77970
6639,19,19,24,78001
6645,20,20,23,78117
6646,21,21,21,78726
6647,22,22,17,79149
6648,23,23,15,80313
6653,24,24,31,82189
6642,25,25,2,
