entrantId,lap,time,timeOfDay,annotation
7193,1,39715,15:14:20,
7199,24,20937,15:42:09,
7191,24,21950,15:42:46,
7200,27,21729,15:45:28,
7195,31,21977,15:51:02,
7201,32,25983,15:51:49,
7188,32,22745,15:52:24,
7194,33,22118,15:53:01,
7203,34,21376,15:53:38,
7202,34,21697,15:54:49,
7196,35,21505,15:55:11,
7197,36,22197,15:56:45,
7185,37,21603,15:57:33,
7190,37,22444,15:58:03,
7192,38,22761,15:58:45,
7186,39,22406,16:00:02,
7204,39,21667,16:00:18,
7189,44,21459,16:06:06,
7191,49,22280,16:12:15,
7201,66,21873,16:31:07,
7199,68,21091,16:32:33,
