entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
7200,1,1,4970683,1,,71,25,1,25,,
7203,2,2,4984402,4,,71,18,1,18,,
7199,3,3,5004381,2,,71,15,1,15,,
7196,4,4,5015083,6,,71,12,1,12,,
7186,5,5,5032153,9,3,71,10,1,10,,
7192,6,6,5033070,17,,71,8,1,8,,
7194,7,7,5033136,13,,71,6,1,6,,
7185,8,8,5033274,8,,71,4,1,4,,
7201,9,9,,3,,70,3,1,3,,
7197,10,10,,14,,70,1,1,1,,
7189,11,11,,16,,70,0,1,0,,
7195,12,12,,15,,70,0,1,0,,
7190,13,13,,PL,,70,0,1,0,,
7204,14,14,,19,5,70,0,1,0,,
7191,15,15,,7,,70,0,1,0,,
7202,16,16,,12,,69,0,1,0,,
7188,17,17,,18,,69,0,1,0,,
7198,18,DNF,,5,,25,0,1,0,,Overheating
7193,19,DNF,,11,3,4,0,1,0,,Collision damage
7187,20,DNF,,10,,1,0,1,0,,Collision damage
