entrantId,lap,time,timeOfDay,annotation
6448,1,32750,14:02:02,
6449,2,32686,14:04:08,
6430,21,24565,14:34:46,
6442,21,24493,14:35:10,
6448,21,26523,14:35:37,
6433,23,24353,14:38:08,
6444,23,24255,14:38:38,
6449,24,26610,14:40:19,
6443,25,54712,14:41:53,
6441,26,27719,14:43:48,
6445,27,36334,14:44:58,
6429,33,73985,14:54:08,
6438,34,27987,14:54:49,
6434,35,30318,14:56:39,
6435,36,28826,14:58:21,
6430,38,24929,15:00:45,
6447,38,28339,15:02:09,
6442,39,26076,15:02:32,
6436,40,26021,15:04:08,
6433,44,26262,15:09:52,
6445,44,26501,15:11:23,
6449,46,27538,15:13:58,
6443,47,107681,15:15:45,
6441,48,28898,15:17:52,
6430,56,24240,15:27:46,
