entrantId,lap,time,timeOfDay,annotation
6780,1,308638,14:36:05,
6778,2,30216,14:38:43,
6778,9,18997,14:50:58,
6774,17,30164,15:03:41,
6777,17,30964,15:03:41,
6772,17,30002,15:03:47,
6775,18,33345,15:05:06,
6763,19,31744,15:06:16,
6764,19,32711,15:06:41,
6780,19,41185,15:10:56,
6782,20,31360,15:08:36,
6781,20,31647,15:09:05,
6766,21,30216,15:09:24,
6773,21,30170,15:10:01,
6778,21,151479,15:10:49,
6762,22,30382,15:11:11,
6776,22,29446,15:11:42,
6767,23,30141,15:12:45,
6770,23,29990,15:12:48,
6771,23,29525,15:13:04,
6765,25,29193,15:16:36,
6769,26,30772,15:18:37,
6783,28,28441,15:21:26,
6777,34,30812,15:31:31,
6774,35,30805,15:32:59,
6780,37,30326,15:40:58,
6775,38,29771,15:37:50,
6772,38,29425,15:38:01,
6776,39,29579,15:39:33,
6783,39,29747,15:39:36,
6766,40,30034,15:39:57,
6767,41,29101,15:41:42,
6770,41,29018,15:41:48,
6781,41,29471,15:44:02,
6773,42,28655,15:44:14,
6765,42,28133,15:44:22,
6762,43,28570,15:45:00,
6771,43,28055,15:45:23,
6763,44,28717,15:46:25,
6764,44,28100,15:47:31,
6769,46,28879,15:51:25,
