entrantId,lap,time,timeOfDay,annotation
6575,6,56848,14:44:14,
6575,7,383085,14:47:19,
6576,15,28687,14:58:28,
6577,16,29270,15:00:08,
6584,18,29912,15:03:33,
6570,19,30713,15:05:08,
6574,19,29868,15:05:12,
6586,20,30576,15:05:46,
6572,20,30856,15:06:49,
6587,21,30594,15:07:30,
6573,21,28925,15:08:22,
6589,21,29885,15:08:43,
6567,22,30853,15:09:29,
6588,22,29171,15:10:20,
6583,22,30523,15:10:47,
6568,24,29748,15:12:43,
6569,25,29197,15:14:33,
6577,32,32430,15:26:47,
6584,34,30270,15:30:20,
6570,35,31161,15:31:54,
6572,35,29896,15:32:00,
6573,36,31196,15:33:23,
6587,37,29585,15:33:50,
6589,37,28667,15:35:40,
6586,38,29534,15:35:17,
6588,38,28580,15:37:14,
6568,39,27910,15:37:26,
6583,39,29060,15:40:00,
6569,40,28381,15:39:19,
6567,41,28256,15:40:50,
