entrantId,lap,time,timeOfDay,annotation
7194,1,36189,13:14:49,
7190,9,30422,13:25:41,
7204,10,29745,13:27:00,
7202,11,29707,13:28:18,
7193,13,30243,13:30:49,
7186,13,29683,13:30:56,
7198,13,30559,13:30:59,
7185,14,30204,13:32:09,
7197,14,30277,13:32:12,
7196,14,29770,13:32:12,
7201,17,29950,13:36:15,
7199,18,29427,13:37:06,
7203,19,29600,13:38:22,
7192,27,29985,13:49:28,
7195,27,30708,13:50:01,
7194,29,30566,13:53:03,
7200,30,30382,13:52:53,
7188,34,29892,13:59:15,
7187,39,40497,14:05:39,
7189,48,29863,14:17:39,
7190,50,31199,14:21:06,
7203,51,30129,14:21:18,
7192,51,30555,14:21:54,
7197,51,29809,14:22:09,
7201,51,30614,14:22:11,
7187,51,29934,14:22:57,
7200,52,30925,14:22:55,
7194,52,36630,14:25:09,
7186,53,30203,14:25:29,
7196,59,29552,14:37:02,
