entrantId,positionOrder,positionText,laps,time
6374,1,1,16,84356
6375,2,2,11,85014
6352,3,3,13,85230
6384,4,4,15,85246
6353,5,5,14,86480
6356,6,6,13,86768
6373,7,7,17,86845
6365,8,8,11,86893
6383,9,9,17,87118
6382,10,10,12,87282
6357,11,11,10,87534
6360,12,12,15,87610
6370,13,13,15,87832
6377,14,14,9,87982
6364,15,15,10,88077
6371,16,16,11,88560
6354,17,17,14,88800
6355,18,18,10,89830
6385,19,19,15,90659
6363,20,20,4,91045
6362,21,21,10,91427
6369,22,22,12,91955
6366,23,23,7,92120
6367,24,24,4,92248
6368,25,25,16,92399
6361,26,26,7,94177
