entrantId,positionOrder,positionText,laps,time
6851,1,1,32,91465
6852,2,2,29,91860
6857,3,3,32,92200
6854,4,4,34,92362
6853,5,5,35,92519
6847,6,6,28,92533
6858,7,7,32,92703
6849,8,8,27,92831
6859,9,9,26,92842
6856,10,10,26,92851
6850,11,11,26,92880
6868,12,12,31,93471
6848,13,13,8,93481
6855,14,14,16,93564
6880,15,15,33,93697
6861,16,16,32,94005
6862,17,17,37,94055
6860,18,18,33,94310
6864,19,19,37,96095
6863,20,20,33,96333
6870,21,21,28,96630
6869,22,22,28,96834
6866,23,23,33,97352
6878,24,24,34,97831
