entrantId,positionOrder,positionText,time,laps
7283,1,1,79718,29
7303,2,2,79813,31
7284,3,3,80015,28
7299,4,4,80237,30
7311,5,5,80297,30
7300,6,6,80463,32
7312,7,7,80479,23
7307,8,8,80568,30
7291,9,9,80677,26
7293,10,10,80687,26
7313,11,11,80724,25
7297,12,12,80968,29
7288,13,13,81129,27
7302,14,14,81157,30
7298,15,15,81313,31
7294,16,16,81347,17
7308,17,17,81941,25
7292,18,18,82109,25
7315,19,19,82937,26
7289,20,20,,4
