entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
5857,1,1,6941060,1,,78,9,1,9,,
5858,2,2,6966082,9,,78,6,1,6,,
5867,3,3,6994706,3,,78,4,1,4,,
5861,4,4,7012462,2,,78,3,1,3,,
5879,5,5,,12,,77,2,1,2,,
5880,6,6,,7,,77,1,1,1,,
5862,7,7,,11,,77,0,1,0,,
5872,8,8,,14,,75,0,1,0,,
5871,9,9,,17,,75,0,1,0,,
5882,10,10,,15,,75,0,1,0,,
5886,11,11,,13,,74,0,1,0,,
5868,12,12,,19,,74,0,1,0,,
5885,13,DNF,,10,,67,0,1,0,,Collision
5887,14,DNF,,8,,67,0,1,0,,Collision
5874,15,DNF,,5,,42,0,1,0,,Steering
5881,16,DNF,,4,,38,0,1,0,,Turbo
5863,17,DNF,,6,,38,0,1,0,,Fuel pump
5864,18,DNF,,20,,31,0,1,0,,Engine
5873,19,DNF,,16,,17,0,1,0,,Brakes
5883,20,DNF,,18,,2,0,1,0,,Accident
