entrantId,positionOrder,positionText,laps,time
7200,1,1,,91304
7199,2,2,,91867
7203,3,3,,91956
7192,4,4,,92317
7185,5,5,,92364
7201,6,6,,92550
7198,7,7,,92624
7186,8,8,,92847
7191,9,9,,93000
7196,10,10,,93008
