sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
2017-20-R,7114,1,1,5654062,1,,55,25,1,25,,,
2017-20-R,7112,2,2,5657961,2,,55,18,1,18,3899,,
2017-20-R,7097,3,3,5673392,3,,55,15,1,15,19330,,
2017-20-R,7098,4,4,5699448,5,,55,12,1,12,45386,,
2017-20-R,7110,5,5,5700331,6,,55,10,1,10,46269,,
2017-20-R,7107,6,6,5739775,7,,55,8,1,8,"01:25,71",,
2017-20-R,7101,7,7,5746124,8,,55,6,1,6,"01:32,06",,
2017-20-R,7109,8,8,5752973,9,,55,4,1,4,"01:38,91",,
2017-20-R,7102,9,9,,11,,54,2,1,2,+1 lap,,
2017-20-R,7104,10,10,,10,,54,1,1,1,+1 lap,,
2017-20-R,7099,11,11,,16,,54,0,1,0,+1 lap,,
2017-20-R,7095,12,12,,13,,54,0,1,0,+1 lap,,
2017-20-R,7105,13,13,,14,,54,0,1,0,+1 lap,,
2017-20-R,7115,14,14,,18,,54,0,1,0,+1 lap,,
2017-20-R,7126,15,15,,20,10,54,0,1,0,+1 lap,,
2017-20-R,7122,16,16,,17,,54,0,1,0,+1 lap,,
2017-20-R,7100,17,17,,19,,54,0,1,0,+1 lap,,
2017-20-R,7103,18,18,,15,,54,0,1,0,+1 lap,,
2017-20-R,7125,19,DNF,,12,,31,0,1,0,,,Wheel
2017-20-R,7096,20,DNF,,4,,20,0,1,0,,,Hydraulics
