entrantId,lap,time,timeOfDay,annotation
6725,5,21446,14:11:25,
6720,12,22713,14:23:16,
6731,14,22115,14:28:04,
6749,16,26422,14:28:53,
6732,16,22658,14:31:35,
6717,17,26050,14:30:23,
6726,17,23921,14:30:37,
6719,17,28578,14:31:03,
6752,18,27057,14:33:55,
6746,23,24869,14:41:35,
6747,24,23417,14:44:10,
6750,25,27018,14:46:28,
6749,26,26179,14:45:32,
6725,26,22256,14:45:57,
6727,26,26698,14:46:08,
6729,26,23338,14:46:10,
6734,26,37044,14:47:11,
6715,27,25760,14:46:21,
6731,28,27596,14:54:14,
6734,38,23158,15:10:10,
6720,41,23147,15:14:34,
6734,41,25529,15:16:25,
6752,44,23410,15:18:48,
6726,46,20480,15:19:55,
6719,46,22385,15:20:24,
6732,46,25990,15:24:23,
6746,47,22151,15:23:37,
6747,48,23402,15:25:25,
6734,48,24980,15:28:27,
6725,50,21744,15:26:30,
6715,51,21955,15:27:26,
6749,51,22366,15:27:58,
6750,51,22705,15:33:03,
6731,52,21751,15:33:34,
6727,53,22123,15:31:40,
6726,54,20869,15:32:04,
6729,55,21065,15:33:59,
6720,59,20686,15:41:57,
