entrantId,positionOrder,positionText,laps,time
5732,1,1,,89871
5733,2,2,,89935
5729,3,3,,90457
5725,4,4,,90566
5726,5,5,,91440
5711,6,6,,91693
5699,7,7,,91769
5710,8,8,,91962
5717,9,9,,91962
5713,10,10,,92187
5728,11,11,,92451
5698,12,12,,92720
5692,13,13,,93211
5684,14,14,,95380
5735,15,15,,95892
5738,16,16,,96079
5719,17,17,,96141
5722,18,18,,96357
5731,19,19,,96437
5708,20,20,,96532
5715,21,21,,96604
5704,22,22,,96619
5723,23,23,,96772
5685,24,24,,97017
5720,25,25,,97117
5734,26,26,,97217
5709,27,27,,97497
5701,28,28,,97554
5730,29,29,,99138
