entrantId,lap,time,timeOfDay,annotation
7257,4,24361,15:10:31,
7245,7,30942,15:15:34,
7253,7,30080,15:15:42,
7252,14,23478,15:24:40,
7258,16,24332,15:27:16,
7263,17,25206,15:28:17,
7250,19,23460,15:31:04,
7256,20,23287,15:32:36,
7249,20,28807,15:32:40,
7253,21,23172,15:34:01,
7251,23,22869,15:35:54,
7245,23,31682,15:36:31,
7264,24,23521,15:37:06,
7247,24,29338,15:37:31,
7265,24,23908,15:37:32,
7260,24,23868,15:37:35,
7262,24,24487,15:37:40,
7257,25,23352,15:39:08,
7248,26,24248,15:40:04,
7261,29,24081,15:43:41,
7254,29,23469,15:44:14,
7249,32,24292,15:48:45,
7252,35,28855,15:51:56,
7250,35,23328,15:52:05,
7263,36,23483,15:52:50,
7258,37,25111,15:54:45,
7256,40,23645,15:58:47,
7253,44,23124,16:03:38,
7265,45,24616,16:04:45,
7248,45,24028,16:04:49,
7247,45,24669,16:04:59,
7262,46,25156,16:06:22,
7251,47,23152,16:06:49,
7260,47,24445,16:07:25,
7257,47,23322,16:07:54,
7261,48,23415,16:08:02,
7245,48,24102,16:08:48,
7254,48,23764,16:08:59,
7264,49,23480,16:09:08,
7252,52,23790,16:13:58,
7250,52,23009,16:14:19,
7249,52,23640,16:15:23,
7263,53,23816,16:14:50,
7256,54,23635,16:18:28,
