entrantId,positionOrder,positionText,time,laps
7314,1,1,98795,13
7300,2,2,99154,14
7293,3,3,100013,10
7299,4,4,100277,13
7294,5,5,100687,8
7287,6,6,101032,14
7311,7,7,101142,11
7288,8,8,101363,9
7302,9,9,101416,15
7297,10,10,102706,12
7296,11,11,102906,14
7309,12,12,105575,7
7303,13,13,107403,10
7307,14,14,,7
7312,15,15,,6
7284,16,16,,2
7291,17,17,,4
7290,18,18,,3
7283,19,19,,4
7313,20,20,,3
