entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
6851,1,1,5628412,3,,56,25,1,25,,,
6852,2,2,5633261,1,,56,18,1,18,4849,,
6850,3,3,5641916,2,,56,15,1,15,13504,,
6857,4,4,5647001,6,,56,12,1,12,18589,,
6859,5,5,5649471,4,,56,10,1,10,21059,,
6848,6,6,5651883,20,,56,8,1,8,23471,,
6853,7,7,5655480,21,,56,6,1,6,27068,,
6847,8,8,5666330,17,,56,4,1,4,37918,,
6862,9,9,5699014,14,,56,2,1,2,"01:10,60",,
6856,10,10,5701811,5,,56,1,1,1,"01:13,40",,
6861,11,11,5707350,13,,56,0,1,0,"01:18,94",,
6855,12,12,,7,,55,0,1,0,+1 lap,,
6854,13,13,,19,,54,0,1,0,,,Engine
6870,14,14,,24,,53,0,1,0,+3 laps,,
6865,15,15,,22,,53,0,1,0,+3 laps,,
6866,16,16,,23,,52,0,1,0,+4 laps,,
6863,17,17,,18,,51,0,1,0,+5 laps,,
6864,18,NC,,15,,46,0,1,0,+10 laps,,
6858,19,DNF,,11,,32,0,1,0,,,Gearbox
6860,20,DNF,,10,,12,0,1,0,,,Throttle
6849,21,DNF,,8,,9,0,1,0,,,Wheel
6868,22,DNF,,9,,8,0,1,0,,,Engine
6869,23,DNF,,16,,2,0,1,0,,,Collision
6867,24,DNS,,12,,,0,1,0,,,
