entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
4825,1,1,5357000,1,,55,9,1,9,,,
4824,2,2,5357800,4,,55,6,1,6,800,,
4850,3,3,5385800,2,,55,4,1,4,28800,,
4847,4,4,5390200,6,,55,3,1,3,33200,,
4848,5,5,5403200,11,,55,2,1,2,46200,,
4852,6,6,5416800,10,,55,1,1,1,59800,,
4863,7,7,5445700,8,,55,0,1,0,"01:28,70",,
4845,8,8,,14,,54,0,1,0,+1 lap,,
4888,9,9,,24,,54,0,1,0,+1 lap,,
4856,10,10,,21,,54,0,1,0,+1 lap,,
4857,11,11,,19,,54,0,1,0,+1 lap,,
4885,12,12,,9,,54,0,1,0,+1 lap,,
4860,13,13,,13,,54,0,1,0,+1 lap,,
4854,14,14,,22,,54,0,1,0,+1 lap,,
4849,15,15,,3,,53,0,1,0,+2 laps,,
4865,16,NC,,20,,44,0,1,0,+11 laps,,
4855,17,DNF,,12,,34,0,1,0,,,Gearbox
4861,18,DNF,,15,,33,0,1,0,,,Accident
4859,19,DNF,,18,,31,0,1,0,,,Ignition
4864,20,DNF,,5,,17,0,1,0,,,Tyre
4884,21,DNF,,23,,14,0,1,0,,,Overheating
4880,22,DNF,,17,,10,0,1,0,,,Overheating
4853,23,DNF,,16,,6,0,1,0,,,Brakes
4846,24,DNF,,7,,2,0,1,0,,,Suspension
