entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
7145,1,1,5245181,2,,53,25,1,25,,
7147,2,2,5247726,1,,53,18,1,18,,
7130,3,3,5252668,3,,53,15,1,15,,
7131,4,4,5261724,4,,53,12,1,12,,
7143,5,5,5276197,19,43,53,10,1,10,,
7129,6,6,5325632,18,40,53,8,1,8,,
7137,7,7,5343571,7,,53,6,1,6,,
7139,8,8,,5,,52,4,1,4,,
7152,9,9,,6,,52,2,1,2,,
7151,10,10,,8,,52,1,1,1,,
7132,11,11,,9,,52,0,1,0,,
7140,12,12,,12,,52,0,1,0,,
7133,13,13,,10,,52,0,1,0,,
7136,14,14,,16,30,52,0,1,0,,
7138,15,15,,14,,52,0,1,0,,
7128,16,16,,15,5,51,0,1,0,,
7146,17,17,,11,,51,0,1,0,,
7144,18,18,,13,,51,0,1,0,,
7134,19,DNF,,17,35,4,0,1,0,,Brakes
7141,20,DNF,,20,40,4,0,1,0,,Brakes
