entrantId,positionOrder,positionText,laps,time
6083,1,1,,68071
6084,2,2,,68246
6094,3,3,,68336
6063,4,4,,68677
6062,5,5,,69102
6111,6,6,,69110
6096,7,7,,69147
6107,8,8,,69243
6106,9,9,,69560
6103,10,10,,69684
6102,11,11,,69782
6095,12,12,,69937
6093,13,13,,70480
6068,14,14,,70552
6113,15,15,,70568
6072,16,16,,70691
6069,17,17,,70786
6098,18,18,,71070
6071,19,19,,71167
6104,20,20,,71413
6105,21,21,,71498
6066,22,22,,71562
6078,23,23,,71705
6097,24,24,,71741
6081,25,25,,71942
6099,26,26,,72179
6082,27,27,,72483
6100,28,28,,72506
6115,29,29,,72712
6114,30,30,,73413
