entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
6836,1,1,5839202,1,,66,10,1,10,,,
6837,2,2,5852258,3,,66,8,1,8,13056,,
6830,3,3,5853126,5,,66,6,1,6,13924,,
6831,4,4,5858143,2,,66,5,1,5,18941,,
6824,5,5,5882368,8,,66,4,1,4,43166,,
6820,6,6,5890029,4,,66,3,1,3,50827,,
6823,7,7,5891514,13,,66,2,1,2,52312,,
6832,8,8,5904413,9,,66,1,1,1,"01:05,21",,
6818,9,9,,14,,65,0,1,0,+1 lap,,
6827,10,10,,6,,65,0,1,0,+1 lap,,
6822,11,11,,10,,65,0,1,0,+1 lap,,
6825,12,12,,12,,65,0,1,0,+1 lap,,
6833,13,13,,11,,65,0,1,0,+1 lap,,
6835,14,14,,20,,65,0,1,0,+1 lap,,
6821,15,DNF,,16,,17,0,1,0,,,Hydraulics
6819,16,DNF,,18,,7,0,1,0,,,Gearbox
6826,17,DNF,,7,,0,0,1,0,,,Collision
6829,18,DNF,,15,,0,0,1,0,,,Collision
6828,19,DNF,,17,,0,0,1,0,,,Collision
6834,20,DNF,,19,,0,0,1,0,,,Collision
