sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1981-04-R,5521,1,1,6683970,5,,60,9,1,9,,,
1981-04-R,5541,2,2,6688550,9,,60,6,1,6,4580,,
1981-04-R,5518,3,3,6690310,2,,60,4,1,4,6340,,
1981-04-R,5522,4,4,6706860,13,,60,3,1,3,22890,,
1981-04-R,5540,5,5,6709840,6,,60,2,1,2,25870,,
1981-04-R,5524,6,6,6750580,14,,60,1,1,1,"01:06,61",,
1981-04-R,5539,7,7,6785940,1,,60,0,1,0,"01:41,97",,
1981-04-R,5530,8,8,,3,,59,0,1,0,+1 lap,,
1981-04-R,5528,9,9,,21,,59,0,1,0,+1 lap,,
1981-04-R,5549,10,10,,7,,58,0,1,0,+2 laps,,
1981-04-R,5545,11,11,,16,,58,0,1,0,+2 laps,,
1981-04-R,5517,12,12,,8,,58,0,1,0,+2 laps,,
1981-04-R,5551,13,13,,24,,57,0,1,0,+3 laps,,
1981-04-R,5548,14,NC,,18,,45,0,1,0,+15 laps,,
1981-04-R,5554,15,DNF,,23,,38,0,1,0,,,Spun off
1981-04-R,5550,16,DNF,,17,,31,0,1,0,,,Collision
1981-04-R,5544,17,DNF,,20,,31,0,1,0,,,Collision
1981-04-R,5536,18,DNF,,11,,28,0,1,0,,,Collision
1981-04-R,5519,19,DNF,,19,,28,0,1,0,,,Collision
1981-04-R,5535,20,DNF,,12,,26,0,1,0,,,Gearbox
1981-04-R,5556,21,DNF,,15,,14,0,1,0,,,Engine
1981-04-R,5538,22,DNF,,10,,7,0,1,0,,,Suspension
1981-04-R,5529,23,DNF,,4,,3,0,1,0,,,Gearbox
1981-04-R,5543,24,DNF,,22,,0,0,1,0,,,Accident
