entrantId,positionOrder,positionText,laps,time
6084,1,1,,78127
6094,2,2,,78739
6096,3,3,,79042
6102,4,4,,79300
6063,5,5,,79419
6062,6,6,,79619
6111,7,7,,80309
6083,8,8,,80389
6104,9,9,,81070
6103,10,10,,81109
6068,11,11,,81154
6113,12,12,,81242
6069,13,13,,81324
6095,14,14,,81449
6072,15,15,,81512
6107,16,16,,81577
6078,17,17,,81675
6106,18,18,,81692
6098,19,19,,82024
6071,20,20,,82198
6081,21,21,,82584
6082,22,22,,82701
6105,23,23,,82784
6066,24,24,,82909
6093,25,25,,82986
6101,26,26,,83116
6100,27,27,,83827
6097,28,28,,83923
6114,29,29,,84361
