entrantId,positionOrder,positionText,laps,time
5861,1,1,,101987
5879,2,2,,102227
5867,3,3,,102499
5863,4,4,,102518
5857,5,5,,102841
5858,6,6,,102912
5862,7,7,,102974
5882,8,8,,103053
5881,9,9,,103656
5874,10,10,,103792
5888,11,11,,103965
5883,12,12,,104161
5889,13,13,,104662
5866,14,14,,104759
5873,15,15,,104852
5880,16,16,,104972
5885,17,17,,105684
5872,18,18,,105790
5890,19,19,,108256
5868,20,20,,108459
5884,21,21,,108735
5877,22,22,,108844
5878,23,23,,108908
5891,24,24,,109774
5875,25,25,,109857
5860,26,26,,111017
