sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1986-07-R,5867,1,1,6672847,1,,63,9,1,9,,,
1986-07-R,5880,2,2,6703864,6,,63,6,1,6,31017,,
1986-07-R,5857,3,3,6704671,7,,63,4,1,4,31824,,
1986-07-R,5881,4,4,6763783,11,,63,3,1,3,"01:30,94",,
1986-07-R,5861,5,5,,2,,62,2,1,2,+1 lap,,
1986-07-R,5863,6,6,,8,,62,1,1,1,+1 lap,,
1986-07-R,5866,7,7,,14,,61,0,1,0,+2 laps,,
1986-07-R,5868,8,8,,20,,61,0,1,0,+2 laps,,
1986-07-R,5860,9,9,,18,,61,0,1,0,+2 laps,,
1986-07-R,5888,10,10,,15,,60,0,1,0,+3 laps,,
1986-07-R,5890,11,DNF,,19,,51,0,1,0,,,Electrical
1986-07-R,5879,12,DNF,,4,,46,0,1,0,,,Accident
1986-07-R,5872,13,DNF,,13,,44,0,1,0,,,Accident
1986-07-R,5877,14,DNF,,23,,43,0,1,0,,,Gearbox
1986-07-R,5862,15,DNF,,3,,41,0,1,0,,,Accident
1986-07-R,5882,16,DNF,,5,,40,0,1,0,,,Electrical
1986-07-R,5873,17,DNF,,17,,38,0,1,0,,,Gearbox
1986-07-R,5889,18,DNF,,10,,37,0,1,0,,,Steering
1986-07-R,5883,19,DNF,,21,,33,0,1,0,,,Steering
1986-07-R,5891,20,DNF,,25,,28,0,1,0,,,Electrical
1986-07-R,5885,21,DNF,,16,,15,0,1,0,,,Electrical
1986-07-R,5875,22,DNF,,22,,14,0,1,0,,,Turbo
1986-07-R,5858,23,DNF,,9,,12,0,1,0,,,Transmission
1986-07-R,5874,24,DNF,,12,,8,0,1,0,,,Engine
1986-07-R,5878,25,DNF,,24,,3,0,1,0,,,Turbo
1986-07-R,5884,26,DNS,,26,,,0,1,0,,,Electrical
