entrantId,positionOrder,positionText,laps,time
5861,1,1,,99490
5867,2,2,,100301
5862,3,3,,101510
5882,4,4,,102989
5879,5,5,,103166
5857,6,6,,103368
5863,7,7,,103664
5858,8,8,,103732
5874,9,9,,103759
5881,10,10,,104296
5888,11,11,,104890
5880,12,12,,105236
5885,13,13,,105250
5883,14,14,,105421
5872,15,15,,105711
5866,16,16,,105846
5889,17,17,,106499
5878,18,18,,107230
5877,19,19,,107359
5860,20,20,,107478
5890,21,21,,108855
5873,22,22,,108912
5875,23,23,,109067
5884,24,24,,109680
5868,25,25,,109812
5891,26,26,,116741
