entrantId,lap,time,timeOfDay,annotation
6574,23,29458,14:30:55,
6573,23,32265,14:31:22,
6587,24,31309,14:31:00,
6586,24,43141,14:31:02,
6566,28,28628,14:38:46,
6572,28,30635,14:38:49,
6582,28,36064,14:40:54,
6576,29,30531,14:40:56,
6574,29,22289,14:40:58,
6578,29,29260,14:40:58,
6583,29,35709,14:42:51,
6577,30,29750,14:42:54,
6584,32,34164,14:46:56,
6578,32,27230,14:47:02,
6580,32,33313,14:48:57,
6585,33,46962,14:48:58,
6583,45,18730,15:07:39,Drive-through
6568,47,29036,15:08:11,
6569,51,27132,15:12:58,
6574,53,28669,15:15:31,
6587,61,26782,15:24:25,
6586,62,26492,15:25:40,
