entrantId,lap,time,timeOfDay,annotation
7248,5,23406,14:10:02,
7250,5,23557,14:10:04,
7255,7,38262,14:12:33,
7245,9,24217,14:15:15,
7261,9,23845,14:15:24,
7256,9,23248,14:15:50,
7249,9,24020,14:15:59,
7257,18,23804,14:28:07,
7264,19,23951,14:29:03,
7260,19,25684,14:29:16,
7258,19,24281,14:29:24,
7246,19,27937,14:29:26,
7247,19,43032,14:29:34,
7248,19,23681,14:29:44,
7263,20,24215,14:30:33,
7252,28,23779,14:41:26,
7250,36,23613,14:52:35,
7249,37,30034,14:54:22,
7253,41,26199,14:58:44,
7247,42,24134,15:00:41,
7245,43,23704,15:00:29,
7261,44,23841,15:02:06,
7264,45,24069,15:03:30,
7254,47,25252,15:06:55,
7256,47,23450,15:07:00,
7257,48,23530,15:08:45,
7263,49,24881,15:08:24,
7260,49,23945,15:09:34,
7252,49,25139,15:09:42,
7265,49,26089,15:09:50,
7258,49,23980,15:10:04,
7246,49,24833,15:10:08,
