entrantId,positionOrder,positionText,laps,time
5857,1,1,,80403
5858,2,2,,82231
5861,3,3,,82295
5867,4,4,,82844
5874,5,5,,83313
5881,6,6,,83698
5862,7,7,,83750
5882,8,8,,83996
5887,9,9,,84206
5883,10,10,,84244
5873,11,11,,84326
5863,12,12,,84515
5898,13,13,,84627
5885,14,14,,84725
5888,15,15,,85079
5868,16,16,,85144
5879,17,17,,85211
5872,18,18,,85649
5866,19,19,,86197
5890,20,20,,86252
5886,21,21,,86572
5900,22,22,,87365
5878,23,23,,87581
5884,24,24,,87804
5903,25,25,,87952
5895,26,26,,89122
5893,27,27,,90590
