entrantId,positionOrder,positionText,laps,time
5954,1,1,,101410
5955,2,2,,102207
5962,3,3,,103829
5950,4,4,,103903
5970,5,5,,104578
5969,6,6,,104783
5951,7,7,,105473
5956,8,8,,105743
5972,9,9,,105997
5979,10,10,,106002
5961,11,11,,106051
5978,12,12,,106280
5975,13,13,,106522
5967,14,14,,106610
5974,15,15,,106650
5964,16,16,,106709
5968,17,17,,106740
5960,18,18,,106824
5971,19,19,,106890
5946,20,20,,106940
5957,21,21,,107017
5966,22,22,,107121
5973,23,23,,107312
5947,24,24,,107486
5977,25,25,,107702
5949,26,26,,108228
5948,27,27,,108276
5958,28,28,,109038
5959,29,29,,109983
5953,30,30,,115416
5952,31,31,,639323
