sessionId,entrantId,positionOrder,positionText,laps,time
2021-08-FP3,7229,1,1,19,64369
2021-08-FP3,7228,2,2,16,64573
2021-08-FP3,7233,3,3,25,64832
2021-08-FP3,7222,4,4,21,65026
2021-08-FP3,7226,5,5,23,65150
2021-08-FP3,7221,6,6,22,65298
2021-08-FP3,7240,7,7,21,65340
2021-08-FP3,7223,8,8,24,65400
2021-08-FP3,7225,9,9,18,65445
2021-08-FP3,7217,10,10,20,65492
2021-08-FP3,7234,11,11,24,65556
2021-08-FP3,7227,12,12,22,65676
2021-08-FP3,7241,13,13,22,65698
2021-08-FP3,7232,14,14,23,65863
2021-08-FP3,7219,15,15,25,65942
2021-08-FP3,7230,16,16,24,65992
2021-08-FP3,7215,17,17,20,66116
2021-08-FP3,7218,18,18,22,66119
2021-08-FP3,7216,19,19,19,66654
2021-08-FP3,7220,20,20,22,66692
